ARTICULO;MODELO;EAN;SUBFAMILIA;NOMBRE_SUBFAMILIA;DESCRIPCION;MARCA;PRECIO;STOCK;PVPR;IVA_TECNO;OBSOLETO;CANONDIGITAL;FAMILIA;NOMBREFAMILIA;ART_EXCLU_E;NOMBRECARACTERISTICA;VALOR;NOMBRECARACTERISTICA1;VALOR1;NOMBRECARACTERISTICA2;VALOR2;NOMBRECARACTERISTICA3;VALOR3;NOMBRECARACTERISTICA4;VALOR4;NOMBRECARACTERISTICA5;VALOR5;NOMBRECARACTERISTICA6;VALOR6;NOMBRECARACTERISTICA7;VALOR7;URLIMAGEN
01143977;02837300;8422248031028;AAM;ACCESORIO DE GAMA BLANCA;ACCESORIO 02837300 TUBO DECOR;CATA;38,19;0;65,266710; ; ;0;01;GAMA BLANCA; ;Color; ;Productos compatibles; ;Materiales; ;Tipo de aparatos; ;Peso; ;Ancho;320; ; ; ; ;https://integra.hepecasa.es/01/01143977.jpg
01144406;ET375MU11E;4242003434604;ENT;ENCIMERA ELECTRICA;ET-375MU11 E (GRILL-BARB);SIEMENS;425,89;0;727,846010; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01144406.jpg
01144429;10205083;8421152066492;ENC;ENCIMERA A GAS;CG.1 4G AI AL BUT;TEKA;257,03;0;439,264270; ; ;0;01;GAMA BLANCA; ;Altura;64;Ancho;590;Tipo Gas;Encimera de gas;Profundidad;510;Numero de zonas coccion;4 zona(s);Color;Negro;Clase eficiencia energetica; ;Tipo de control; ;https://integra.hepecasa.es/01/01144429.jpg
01144940;02625010;8422248369596;FRG;FREGADERO;CB-1  02621009;CATA;45,85;18;78,357650; ; ;0;01;GAMA BLANCA; ;Altura; ;Ancho; ;Color;Acero inoxidable;profundidad primer cuenco;18 cm;Num. orificios;1;dimension primer cuenco;450 x 400 mm;profundidad segundo cuenco; ;dimension segundo cuenco; ;https://integra.hepecasa.es/01/01144940.jpg
01144969;4736;8430709047365;ACD;ACCESORIO PARA CALDERA;ACCESORIO EVAC.4736;COINTRA;48,06;3;82,134540; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01144969.jpg
01145048;61801262;8421152070192;FIL;FILTRO CAMPANA;FILTRO CARBON RF.61801262;TEKA;13,26;0;22,661340; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01145048.jpg
01145135;MIG2325ENMARC;8436044525933;HMD;HORNO MICROONDAS INTEGRACION;MIG-2325 EN+MARCO;ORBEGOZO;104,40;3;178,4196; ; ;0;01;GAMA BLANCA; ;Capacidad interior;23 L;Color;Acero inoxidable;Potencia microondas;900 W;Niveles Potencia;8;Clase eficiencia energetica; ;Grill;Si;Grill Power;1000 W;Dimensiones (An x Prof x Al); ;https://integra.hepecasa.es/01/01145135.jpg
01145261;TH20100;5414849612471;TER;TERMO ELECTRICO;TH 2.0 100L;FLECK;280,57;0;479,494130; ; ;0;01;GAMA BLANCA; ;Tipo de combustible; ;Color; ;Clase eficiencia energetica; ;Capacidad de reserva de agua; ;Potencia maxima; ;Pres. max. Funcionamiento; ;Colocacion compatible; ;Ajustes de termostato; ;https://integra.hepecasa.es/01/01145261.jpg
01145466;02803261;8422248027458;FIL;FILTRO CAMPANA;FILTRO CARBON 02859380;NODOR;11,50;0;19,6535; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01145466.jpg
01145722;CM760ASBK;8422248059497;HNO;HORNO ENCASTRE;CM-760;CATA;221,93;16;379,278370; ; ;0;01;GAMA BLANCA; ;Altura;572;Ancho;525;Profundidad;460;Tipo de horno;Horno eléctrico;Color;NEGRO;Clase eficiencia energetica;A;Total capacidad interior, horno;59 L;Funcion Autolimpieza; ;https://integra.hepecasa.es/01/01145722.jpg
01145843; ;3234090779042;ACD;ACCESORIO PARA CALDERA;KIT ELECTTRICO IF-2.0 2,5 KW MONOF;FLECK;61,44;1;105,000960; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01145843.jpg
01146446;02859394;8422248038782;FIL;FILTRO CAMPANA;FILTRO CARBON 2859394;CATA;17,87;0;30,539830; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01146446.jpg
01147190;3589;8435025735897;GFO;GRIFO;TUCAN-R;NODOR;86,34;0;147,555060; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01147190.jpg
01147237; ;2000000003822;AAM;ACCESORIO DE GAMA BLANCA;KIT COAXIAL 988010237 (CAL.ESTANCO);FAGOR CONF;48,97;2;83,689730; ; ;0;01;GAMA BLANCA; ;Color;BLANCO;Productos compatibles; ;Materiales;PLASTICO;Tipo de aparatos; ;Peso; ;Ancho;0; ; ; ; ;https://integra.hepecasa.es/01/01147237.jpg
01147315;07510300;8422248048453;HMD;HORNO MICROONDAS INTEGRACION;MC-25 D ENC;CATA;156,62;1;267,663580; ; ;0;01;GAMA BLANCA; ;Capacidad interior;25 L;Color;Acero inoxidable;Potencia microondas;900 W;Niveles Potencia;5;Clase eficiencia energetica; ;Grill;Si;Grill Power;1000 W;Dimensiones (An x Prof x Al);595X315X382;https://integra.hepecasa.es/01/01147315.jpg
01147670;10210002;8421152086308;ENV;ENCIMERA VITROCERAMICA;TR-951;TEKA;333,24;0;569,507160; ; ;0;01;GAMA BLANCA; ;Altura;63;Ancho;900;Profundidad;510;Tipo de control;Tocar;Color;Negro;Clase eficiencia energetica; ;Numero de zonas coccion;5 zona(s);Ind. Calor residual;Si;https://integra.hepecasa.es/01/01147670.jpg
01147727;4741;8430709047419;ACG;ACCESORIO CALENTADOR;KIT ESTANDAR EVAC.SUPREME;COINTRA;48,27;5;82,493430; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01147727.jpg
01147746;239381200;8421152086995;GFO;GRIFO;ARK-938;TEKA;102;8;174,3180; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01147746.jpg
01148021;5302DVW;5604409072580;COC;COCINA;5302 DV W;MEIRELES;192,63;15;329,204670; ; ;0;01;GAMA BLANCA; ;Color;BLANCO;Altura; ;Ancho;535;Horno incluido;SI;Numero de zonas coccion;3 zona(s);Clase eficiencia energetica; ;Tipo Gas;Encimera de gas;Grill;Si;https://integra.hepecasa.es/01/01148021.jpg
01148023;G1530DVW;5604409072573;COC;COCINA;G-1530 DV W;MEIRELES;288,90;6;493,7301; ; ;0;01;GAMA BLANCA; ;Color;BLANCO;Altura;850;Ancho;525;Horno incluido;SI;Numero de zonas coccion;3 zona(s);Clase eficiencia energetica; ;Tipo Gas;Encimera de gas;Grill;Si;https://integra.hepecasa.es/01/01148023.jpg
01148028;MAX38IX;8003437856563;HMC;HORNO MICROONDAS;MAX-38 IX;WHIRLPOOL;121,81;0;208,173290; ; ;0;01;GAMA BLANCA; ;Capacidad interior;13 L;Color;Plata;Potencia microondas;700 W;Niveles Potencia;5;Grill;Si;Grill Power;700 W;Clase eficiencia energetica; ;Dimensiones (An x Prof x Al);392 x 350 x 361 mm;https://integra.hepecasa.es/01/01148028.jpg
01148101;249380200;8421152084786;GFO;GRIFO;VTK-938;TEKA;115,86;0;198,004740; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01148101.jpg
01148377;ARK939;8421152084793;GFO;GRIFO;ARK-939;TEKA;145,70;0;249,0013; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01148377.jpg
01148405;HZ390012;4242003573693;ADC;ACCESORIO PARA COCINAR;HZ-390012;SIEMENS;30,04;0;51,338360; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01148405.jpg
01148465;HZ394301;4242003421093;ADC;ACCESORIO PARA COCINAR;HZ-394301;SIEMENS;40,34;0;68,941060; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01148465.jpg
01148497;15638;8436044525940;HMC;HORNO MICROONDAS;MIG-2525 INOX;ORBEGOZO;102,84;1;175,753560; ; ;0;01;GAMA BLANCA; ;Capacidad interior;25 L;Color;Acero inoxidable;Potencia microondas;900 W;Niveles Potencia;8;Grill;Si;Grill Power;1000 W;Clase eficiencia energetica; ;Dimensiones (An x Prof x Al); ;https://integra.hepecasa.es/01/01148497.jpg
01148516;IN995NGMET;8421152069479;GFO;GRIFO;IN-995 NEGRO MET.;TEKA;80,79;0;138,070110; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01148516.jpg
01148559;5391412;8413509193555;GFO;GRIFO;IN-914;TEKA;43,53;7;74,392770; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01148559.jpg
01148695;IC915;8421152090381;GFO;GRIFO;IC-915 CROMO;TEKA;177,74;0;303,757660; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01148695.jpg
01149032;G3640SPXN;5604409126610;COC;COCINA;COCINA G-3640 ADTVFF XN;MEIRELES;542,71;0;927,491390; ; ;0;01;GAMA BLANCA; ;Color;ACERO INOXIDABLE;Altura;945;Ancho;600;Horno incluido;SI;Numero de zonas coccion;4 zona(s);Clase eficiencia energetica;A;Tipo Gas;Encimera de gas;Grill;Si;https://integra.hepecasa.es/01/01149032.jpg
01149439;IN995ARBE;8421152069462;GFO;GRIFO;GRIFO IN-995 ARENA BEIGE;TEKA;70,26;0;120,074340; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01149439.jpg
01150120;1100200303;7612980657797;CAY;GRUPO FILTRANTES;SMART PRO 72 INOX;MEPAMSA;426,04;0;728,102360; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Color;Acero inoxidable;Ancho;720;Max. Capacidad Extracc.;870 m³/h;Numero de velocidades;3;Nivel de ruido; ;Consumo energetico; ;Num. Motores;1;https://integra.hepecasa.es/01/01150120.jpg
01150182;1100200348;7612981885991;CAP;CAMPANA EXTRAIBLE TELESCOPICA;SUPERLINE 45 INOX;MEPAMSA;179,99;0;307,602910; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Color;Acero inoxidable;Ancho;448;Altura;175;Max. Capacidad Extracc.;400 m³/h;Clase eficiencia energetica;D;Numero de velocidades;2;Nivel de ruido; ;https://integra.hepecasa.es/01/01150182.jpg
01150184;15914;8436044528071;HMD;HORNO MICROONDAS INTEGRACION;MIG-2330;ORBEGOZO;106,48;22;181,974320; ; ;0;01;GAMA BLANCA; ;Capacidad interior;23 L;Color;Acero inoxidable;Potencia microondas;900 W;Niveles Potencia;6;Clase eficiencia energetica; ;Grill;Si;Grill Power;1000 W;Dimensiones (An x Prof x Al); ;https://integra.hepecasa.es/01/01150184.jpg
01150506;02825272;8422248008754;FIL;FILTRO CAMPANA;FILTRO METAL 02825272 EXTENDER 60;NODOR;20,11;0;34,367990; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01150506.jpg
01150568;CB55BBVS;8437004003089;COC;COCINA;CB-55BB-VS;VITROKITCHEN;199,90;2;341,6291; ; ;0;01;GAMA BLANCA; ;Color;BLANCO;Altura;855;Ancho;500;Horno incluido;SI;Numero de zonas coccion;4 zona(s);Clase eficiencia energetica; ;Tipo Gas;Encimera de gas;Grill;Si;https://integra.hepecasa.es/01/01150568.jpg
01150569;CB55BNVS;8437004003096;COC;COCINA;CB-55BN-VS;VITROKITCHEN;199,90;1;341,6291; ; ;0;01;GAMA BLANCA; ;Color;BLANCO;Altura;855;Ancho;500;Horno incluido;SI;Numero de zonas coccion;4 zona(s);Clase eficiencia energetica; ;Tipo Gas;Encimera de gas;Grill;Si;https://integra.hepecasa.es/01/01150569.jpg
01150570;UN55INVS;8437004003409;COC;COCINA;UN-55IN-VS;VITROKITCHEN;446,56;0;763,171040; ; ;0;01;GAMA BLANCA; ;Color;ACERO INOXIDABLE;Altura;850;Ancho;530;Horno incluido; ;Numero de zonas coccion;4 zona(s);Clase eficiencia energetica; ;Tipo Gas;Encimera de gas;Grill;Si;https://integra.hepecasa.es/01/01150570.jpg
01150834;KD46NVI20;4242003599433;FRI;FRIGORIFICO 2 PUERTAS;KD-46NVI20;SIEMENS;565,98;0;967,259820; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Cromo, Metálico, Acero inoxidable;Altura;1850;Ancho;700;Profundidad;600;Wifi Ctrol; ;Clase eficiencia energetica;A+;https://integra.hepecasa.es/01/01150834.jpg
01150847;EAL6140WOU;7332543173754;FRS;FRIGORIFICO AMERICANO;EAL-6140 WOU;ELECTROLUX;1033,07;0;1765,516630; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Color;Plata, Acero inoxidable;Altura;1780;Ancho;912;Profundidad;738; ; ; ; ;https://integra.hepecasa.es/01/01150847.jpg
01150898;WKB321221;9005382235355;VIN;VINOTECA;WKB-3212;LIEBHERR;950,96;0;1625,190640; ; ;0;01;GAMA BLANCA; ;Numero de botellas; ;Color; ;Clase eficiencia energetica;G;Altura;1350;Ancho;600; ; ; ; ; ; ;https://integra.hepecasa.es/01/01150898.jpg
01150928;G2940VX;5604409117809;COC;COCINA;G-2940 V X;MEIRELES;364,32;0;622,622880; ; ;0;01;GAMA BLANCA; ;Color;INOX;Altura;00820;Ancho;00880;Horno incluido;SI;Numero de zonas coccion;4;Clase eficiencia energetica;A;Tipo Gas;BUTANO/PROPANO;Grill;SI;https://integra.hepecasa.es/01/01150928.jpg
01150942;UN55IBVS;8437004003393;COC;COCINA;UN-55IB-VS;VITROKITCHEN;446,56;0;763,171040; ; ;0;01;GAMA BLANCA; ;Color;ACERO INOXIDABLE;Altura;850;Ancho;530;Horno incluido; ;Numero de zonas coccion;4 zona(s);Clase eficiencia energetica; ;Tipo Gas;Encimera de gas;Grill;Si;https://integra.hepecasa.es/01/01150942.jpg
01150943;CB55IBVS;8437004003102;COC;COCINA;CB-55IB-VS;VITROKITCHEN;226,76;0;387,532840; ; ;0;01;GAMA BLANCA; ;Color;ACERO INOXIDABLE;Altura;855;Ancho;500;Horno incluido;SI;Numero de zonas coccion;4 zona(s);Clase eficiencia energetica; ;Tipo Gas;Encimera de gas;Grill;Si;https://integra.hepecasa.es/01/01150943.jpg
01150944;CB55INVS;8437004003119;COC;COCINA;CB-55IN-VS;VITROKITCHEN;226,76;0;387,532840; ; ;0;01;GAMA BLANCA; ;Color;ACERO INOXIDABLE;Altura;855;Ancho;500;Horno incluido;SI;Numero de zonas coccion;4 zona(s);Clase eficiencia energetica; ;Tipo Gas;Encimera de gas;Grill;Si;https://integra.hepecasa.es/01/01150944.jpg
01150946;3600N;8437004003188;HES;HORNO ELECTRICO SOBREMESA;3600N;VITROKITCHEN;77,76;0;132,891840; ; ;0;01;GAMA BLANCA; ;Altura;330;Ancho;520;Tipo de horno;ELÉCTRICO;Clase eficiencia energetica; ;Color;Negro;Total capacidad interior, horno;36 L; ; ; ; ;https://integra.hepecasa.es/01/01150946.jpg
01151002;61001303;8421152714492;AAM;ACCESORIO DE GAMA BLANCA;VALVULA CESTILLA 61001303;TEKA;9,47;0;16,184230; ; ;0;01;GAMA BLANCA; ;Color;Plata;Productos compatibles; ;Materiales; ;Tipo de aparatos; ;Peso; ;Ancho;0; ; ; ; ;https://integra.hepecasa.es/01/01151002.jpg
01151151;FS166020;8690769371057;COP;CONGELADOR VERTICAL;FS1-66020;BEKO;133,01;3;227,314090; ; ;0;01;GAMA BLANCA; ;Atura Frigos  Agrupada; ;Ancho Frigos Agrupada; ;Altura;820;Ancho;480;Profundidad;530;Color;Blanco;Clase eficiencia energetica;E;Indicadores LED; ;https://integra.hepecasa.es/01/01151151.jpg
01151321;15723;8436044526442;HES;HORNO ELECTRICO SOBREMESA;HO-396;ORBEGOZO;55,37;0;94,627330; ; ;0;01;GAMA BLANCA; ;Altura;325;Ancho;590;Tipo de horno;Horno eléctrico;Clase eficiencia energetica; ;Color; ;Total capacidad interior, horno;39 L; ; ; ; ;https://integra.hepecasa.es/01/01151321.jpg
01151418;02832004;8422248480499;AAM;ACCESORIO DE GAMA BLANCA;ADAPTADOR+VALVULA 02832004;NODOR;10,41;1;17,790690; ; ;0;01;GAMA BLANCA; ;Color;Blanco;Productos compatibles; ;Materiales; ;Tipo de aparatos; ;Peso; ;Ancho;0; ; ; ; ;https://integra.hepecasa.es/01/01151418.jpg
01151456; ;01151456;AAM;ACCESORIO DE GAMA BLANCA;ACCESORIO TUBOS 15103097;CATA;41,90;0;71,6071; ; ;0;01;GAMA BLANCA; ;Color; ;Productos compatibles; ;Materiales; ;Tipo de aparatos; ;Peso; ;Ancho;0; ; ; ; ;https://integra.hepecasa.es/01/01151456.jpg
01151612;STRUN1LV;7332543311033;AAM;ACCESORIO DE GAMA BLANCA;ACCESORIO S-TRUN1LV;ELECTROLUX;40,35;8;68,958150; ; ;0;01;GAMA BLANCA; ;Color;Acero inoxidable;Productos compatibles; ;Materiales; ;Tipo de aparatos; ;Peso; ;Ancho;0; ; ; ; ;https://integra.hepecasa.es/01/01151612.jpg
01151691;3EB721LR;4242006225827;ENV;ENCIMERA VITROCERAMICA;3EB-721 LR;BALAY;217,44;0;371,604960; ; ;0;01;GAMA BLANCA; ;Altura;45;Ancho;592;Profundidad;522;Tipo de control;Tocar;Color;Negro;Clase eficiencia energetica; ;Numero de zonas coccion;4 zona(s);Ind. Calor residual;Si;https://integra.hepecasa.es/01/01151691.jpg
01151718;301TGN;8437004003010;ENC;ENCIMERA A GAS;3VT-301 TGN;VITROKITCHEN;565,89;0;967,106010; ; ;0;01;GAMA BLANCA; ;Altura;135;Ancho;584;Tipo Gas;Combi;Profundidad;510;Numero de zonas coccion;5 zona(s);Color;Negro;Clase eficiencia energetica; ;Tipo de control;Tocar;https://integra.hepecasa.es/01/01151718.jpg
01151753;3EB715LR;4242006225780;ENV;ENCIMERA VITROCERAMICA;3EB-715 LR "CC";BALAY;151,51;279;258,930590; ; ;0;01;GAMA BLANCA; ;Altura;45;Ancho;592;Profundidad;522;Tipo de control;Tocar;Color;Negro;Clase eficiencia energetica; ;Numero de zonas coccion;3 zona(s);Ind. Calor residual;Si;https://integra.hepecasa.es/01/01151753.jpg
01151799;HG61IN;8437004003959;HNO;HORNO ENCASTRE;HG-61 N;VITROKITCHEN;396,83;0;678,182470; ; ;0;01;GAMA BLANCA; ;Altura;595;Ancho;595;Profundidad;545;Tipo de horno;Gas natural;Color;Acero inoxidable;Clase eficiencia energetica; ;Total capacidad interior, horno;50 L;Funcion Autolimpieza; ;https://integra.hepecasa.es/01/01151799.jpg
01151809;3EB714LR;4242006225803;ENV;ENCIMERA VITROCERAMICA;3EB-714 LR;BALAY;141,41;0;241,669690; ; ;0;01;GAMA BLANCA; ;Altura;45;Ancho;592;Profundidad;522;Tipo de control;Tocar;Color;Negro;Clase eficiencia energetica; ;Numero de zonas coccion;3 zona(s);Ind. Calor residual;Si;https://integra.hepecasa.es/01/01151809.jpg
01151937;02625300;8422248048743;FRG;FREGADERO;CB-50.40 02625300;CATA;65,79;92;112,435110; ; ;0;01;GAMA BLANCA; ;Altura; ;Ancho;533;Color;Acero inoxidable;profundidad primer cuenco;20 cm;Num. orificios;1;dimension primer cuenco;500 x 400 mm;profundidad segundo cuenco; ;dimension segundo cuenco; ;https://integra.hepecasa.es/01/01151937.jpg
01152114;02849002;8422248044394;AAM;ACCESORIO DE GAMA BLANCA;VALVULA ANTIRRETORNO 02849002;CATA;7,40;0;12,6466; ; ;0;01;GAMA BLANCA; ;Color;Negro;Productos compatibles; ;Materiales; ;Tipo de aparatos; ;Peso; ;Ancho;0; ; ; ; ;https://integra.hepecasa.es/01/01152114.jpg
01152195;3EB720XR;4242006224424;ENV;ENCIMERA VITROCERAMICA;3EB-720 XR;BALAY;159,93;0;273,320370; ; ;0;01;GAMA BLANCA; ;Altura;46;Ancho;583;Profundidad;513;Tipo de control;Tocar;Color;Negro;Clase eficiencia energetica; ;Numero de zonas coccion;4 zona(s);Ind. Calor residual;Si;https://integra.hepecasa.es/01/01152195.jpg
01152262;GCDUALA45XGWHB;8422248078290;CAY;GRUPO FILTRANTES;GC-DUAL 45 WH;CATA;202,16;12;345,491440; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Color;Blanco;Ancho;492;Max. Capacidad Extracc.;820 m³/h;Numero de velocidades;3;Nivel de ruido; ;Consumo energetico; ;Num. Motores;1;https://integra.hepecasa.es/01/01152262.jpg
01152325;250BB;8437004003164;HNI;HORNILLO A GAS;250BB;VITROKITCHEN;45,70;0;78,1013; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01152325.jpg
01152393;00706000;8422248021289;EXT;EXTRACTOR;DUCT-IN LINE 200/910 00706000;CATA;112,14;0;191,647260; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01152393.jpg
01152406;61001302;8421152714478;AAM;ACCESORIO DE GAMA BLANCA;VALVULA CESTILLA 61001302;TEKA;9,47;1;16,184230; ; ;0;01;GAMA BLANCA; ;Color;Plata;Productos compatibles; ;Materiales; ;Tipo de aparatos; ;Peso; ;Ancho;0; ; ; ; ;https://integra.hepecasa.es/01/01152406.jpg
01152448;STENA45B1C1EREV;8421152111482;FRG;FREGADERO;STENA 45-B 1C 1E REV.;TEKA;77,21;0;131,951890; ; ;0;01;GAMA BLANCA; ;Altura; ;Ancho;860;Color;Acero inoxidable;profundidad primer cuenco;16,2 cm;Num. orificios;1;dimension primer cuenco;340 x 400 mm;profundidad segundo cuenco; ;dimension segundo cuenco; ;https://integra.hepecasa.es/01/01152448.jpg
01152489;MC25GTCWH;8422248055260;HMD;HORNO MICROONDAS INTEGRACION;MC-25 GTCWH;CATA;227,87;0;389,429830; ; ;0;01;GAMA BLANCA; ;Capacidad interior;25 L;Color;Blanco;Potencia microondas;900 W;Niveles Potencia;5;Clase eficiencia energetica; ;Grill;Si;Grill Power;1000 W;Dimensiones (An x Prof x Al); ;https://integra.hepecasa.es/01/01152489.jpg
01152639;PIEDRAPIZZACOMB;8421152110591;AAM;ACCESORIO DE GAMA BLANCA;PIEDRA PIZZA COMBO 41599006;TEKA;29,16;0;49,834440; ; ;0;01;GAMA BLANCA; ;Color;Marrón;Productos compatibles;UNIVERSAL;Materiales; ;Tipo de aparatos;COCINA / HORNO;Peso; ;Ancho;0; ; ; ; ;https://integra.hepecasa.es/01/01152639.jpg
01152654;BE4040PLUS;8421152113240;FRG;FREGADERO;BE-40.40 PLUS;TEKA;51,30;3;87,6717; ; ;0;01;GAMA BLANCA; ;Altura;200  ;Ancho;435;Color;Acero inoxidable;profundidad primer cuenco;20 cm;Num. orificios;1;dimension primer cuenco;406 x 406 mm;profundidad segundo cuenco; ;dimension segundo cuenco; ;https://integra.hepecasa.es/01/01152654.jpg
01152701;BE2C765;8421152112960;FRG;FREGADERO;BE-2C 765;TEKA;139,46;0;238,337140; ; ;0;01;GAMA BLANCA; ;Altura; ;Ancho;340;Color;Acero inoxidable;profundidad primer cuenco;20 cm;Num. orificios;2;dimension primer cuenco; ;profundidad segundo cuenco;20 cm;dimension segundo cuenco; ;https://integra.hepecasa.es/01/01152701.jpg
01152711;AUK983;8421152112731;GFO;GRIFO;AUK-983;TEKA;149,86;0;256,110740; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01152711.jpg
01152729;TENDERH60INOX;7612980989010;CAM;CAMPANA DECORATIVA;TENDER H-60 INOX;MEPAMSA;227,74;0;389,207660; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Color;Acero inoxidable;Ancho;598;Max. Capacidad Extracc.;705 m³/h;Numero de velocidades;3;Clase eficiencia energetica; ;Nivel de ruido; ;Consumo energetico; ;https://integra.hepecasa.es/01/01152729.jpg
01152802;02859392;8435025711037;FIL;FILTRO CAMPANA;FILTRO CARBON ACTIVO 02859392 (2 UNID.);NODOR;15,46;0;26,421140; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01152802.jpg
01152898;1120282687;8015139912171;FIL;FILTRO CAMPANA;FILTRO CARBON ACTIVO 11202826987(2 UNID);MEPAMSA;17,79;0;30,403110; ; ;0;01;GAMA BLANCA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/01/01152898.jpg
01153026;TNDERH70INOX;7612980989041;CAM;CAMPANA DECORATIVA;TENDER H-70 INOX;MEPAMSA;268,76;0;459,310840; ; ;0;01;GAMA BLANCA; ;Ancho Frigos Agrupada; ;Color;Acero inoxidable;Ancho;698;Max. Capacidad Extracc.;705 m³/h;Numero de velocidades;3;Clase eficiencia energetica; ;Nivel de ruido; ;Consumo energetico; ;https://integra.hepecasa.es/01/01153026.jpg
01153046;BE3440PLUS;8421152112892;FRG;FREGADERO;BE-34.40 PLUS;TEKA;66,54;0;113,716860; ; ;0;01;GAMA BLANCA; ;Altura; ;Ancho;340;Color;Acero inoxidable;profundidad primer cuenco;20 cm;Num. orificios;1;dimension primer cuenco; ;profundidad segundo cuenco; ;dimension segundo cuenco; ;https://integra.hepecasa.es/01/01153046.jpg
01153446;MIC25GDFX;8016361823440;HMD;HORNO MICROONDAS INTEGRACION;MIC-25 GDFX;CANDY;173,95;0;297,280550; ; ;0;01;GAMA BLANCA; ;Capacidad interior;25 L;Color;Acero inoxidable;Potencia microondas;900 W;Niveles Potencia;8;Clase eficiencia energetica; ;Grill;Si;Grill Power;1000 W;Dimensiones (An x Prof x Al);595X388X315;https://integra.hepecasa.es/01/01153446.jpg
01153447;MIC20GDFX;8016361823464;HMD;HORNO MICROONDAS INTEGRACION;MIC-20 GDFX;CANDY;144,84;0;247,531560; ; ;0;01;GAMA BLANCA; ;Capacidad interior;20 L;Color;Acero inoxidable;Potencia microondas;800 W;Niveles Potencia;8;Clase eficiencia energetica; ;Grill;Si;Grill Power;1000 W;Dimensiones (An x Prof x Al);594 X 316 X 388  ;https://integra.hepecasa.es/01/01153447.jpg
01153828;TEKAWAYIN995;8421152114087;FRG;FREGADERO;TEKAWAY STYLO 1C 1E IZQ.IN-995;TEKA;97,92;0;167,345280; ; ;0;01;GAMA BLANCA; ;Altura; ;Ancho;830;Color;Acero inoxidable;profundidad primer cuenco;17 cm;Num. orificios;1;dimension primer cuenco; ;profundidad segundo cuenco; ;dimension segundo cuenco; ;https://integra.hepecasa.es/01/01153828.jpg
